artist,album,track_name,energy,valence,danceability,speechiness,acousticness,popularity,duration
Momo,Out.Sdr,Dávam Pozor,0.618,0.438,0.685,0.282,0.381,26,117.893
Naps,On est fait pour ça,Medellin,0.846,0.768,0.755,0.0459,0.135,52,214.547
joysad,Hiver,Hiver,0.796,0.843,0.742,0.406,0.352,47,193.153
Oscar and the Wolf,On Fire,On Fire,0.868,0.44,0.688,0.0362,0.011,8,238.492
CÉLINE,Für Mich,Für Mich,0.448,0.14,0.656,0.147,0.0704,69,184.97
King Gnu,Ceremony,幕間,0.362,0.104,0.295,0.0331,0.734,33,56.48
Sara Siipola,Sä et oo enää mulle se,Sä et oo enää mulle se,0.476,0.239,0.463,0.0373,0.229,42,200.158
Soso Maness,So Maness,So Maness,0.842,0.304,0.894,0.135,0.0336,71,159.907
ATkel,Kender Det (feat. AWADA),Kender Det (feat. AWADA),0.68,0.652,0.77,0.0626,0.121,26,156.908
Jonas Brothers,Happiness Begins,Rollercoaster,0.58,0.467,0.697,0.0451,0.0583,67,181.813
Ysy A,Sin Conexión,Sin Conexión,0.825,0.704,0.866,0.154,0.00261,63,154.55
Basics,No Fear at All,No Fear at All,0.304,0.366,0.69,0.052,0.0317,5,193.344
Lady Gaga,Joanne (Deluxe),Million Reasons,0.423,0.154,0.666,0.043,0.494,77,205.28
Agus Padilla,Papi (feat. Papichamp),Papi (feat. Papichamp),0.881,0.517,0.724,0.107,0.177,34,197.333
I AM THE STORM,"Fight Musik, Vol. 1",Beastmode,0.846,0.529,0.562,0.362,0.00483,0,221.702
Ally Brooke,Higher,Higher,0.648,0.734,0.744,0.079,0.00841,59,195.122
Young Ellens,Gate 19,Kartas,0.843,0.844,0.869,0.138,0.195,40,143.74
Danilla,Telisik,Ada Di Sana,0.383,0.203,0.374,0.0298,0.943,58,198.8
Davina Michelle,17 Miljoen Mensen (Live @538 in Ahoy),17 Miljoen Mensen - Live @538 in Ahoy,0.321,0.508,0.493,0.0402,0.715,73,107.2
Ulrikke,Attention (Klaas Remix),Attention - Klaas Remix,0.829,0.32,0.62,0.0697,0.0532,55,190.102
Tanishk Bagchi,Sawarne Lage,Sawarne Lage,0.679,0.311,0.784,0.0357,0.0882,59,167
Wesley Safadão,Ws Mais uma Vez,Não Atende Não,0.953,0.575,0.374,0.1,0.0778,58,157.689
Bryant Myers,"Acapella (feat. Bryant Myers, El Alfa, Jon Z, Myke Towers & Almighty)","Acapella (feat. Bryant Myers, El Alfa, Jon Z, Myke Towers & Almighty)",0.725,0.605,0.734,0.177,0.303,33,306.946
Khontkar,Altın Diş (DeadEye),Altın Diş - DeadEye,0.637,0.307,0.811,0.0974,0.23,50,182.09
Lomepal,Jeannine,Le vrai moi,0.218,0.405,0.5,0.0785,0.983,51,201.12
Lynyrd Skynyrd,Second Helping,Sweet Home Alabama,0.605,0.886,0.596,0.0255,0.181,82,283.8
Arctic Monkeys,Favourite Worst Nightmare (Standard Version),Fluorescent Adolescent,0.813,0.821,0.646,0.0288,0.00178,67,173.493
Karlo,Faya,Faya,0.702,0.305,0.734,0.142,0.0139,21,176.203
Yeison Jimenez,Todo de Mí Vol. 4,Ya No Mi Amor,0.321,0.804,0.6,0.0682,0.392,52,200.946
Dame,100ry,100ry,0.564,0.236,0.528,0.191,0.555,42,153.103
Fomins,"Lielā Ziemassvētku Izlase, Vol.1","Viegli, Viegli",0.348,0.309,0.48,0.0307,0.645,0,190.24
Soolking,Fruit du démon,Guerilla,0.77,0.4,0.747,0.11,0.488,61,229
Bagossy Brothers Company,A Nap Felé,Van Ez A Hely,0.73,0.343,0.604,0.0869,0.0536,45,238.125
Future,Future Hndrxx Presents: The WIZRD,Promise U That,0.568,0.446,0.638,0.159,0.338,51,205.423
Töölön Ketterä,Erilainen Luuranko,Erilainen Luuranko,0.627,0.53,0.834,0.273,0.0609,31,171.39
Shooter Gang,Click,Click,0.775,0.133,0.52,0.856,0.401,51,133.5
YNW Melly,I AM YOU,Murder On My Mind,0.73,0.74,0.759,0.0516,0.145,83,268.434
Quebonafide,ROMANTIC PSYCHO,BUBBLETEA,0.739,0.438,0.664,0.207,0.541,71,284
Capital Bra,Berlin lebt,Neymar,0.662,0.533,0.75,0.239,0.56,11,263.647
Frenna,Francis (Deluxe),Paris,0.577,0.834,0.863,0.0824,0.133,47,189.59
AnnenMayKantereit,Ozean,Ozean,0.212,0.179,0.529,0.0361,0.918,61,215.266
Joseph Rose,Blindfold,Blindfold,0.738,0.354,0.83,0.193,0.355,41,215.989
Agustín Casanova,Tiri Tiri,Tiri Tiri,0.725,0.698,0.56,0.123,0.0728,45,152.034
Jahn Teigen,Teigen - 40 største hits,Optimist - 2009 Remastered Version,0.812,0.753,0.669,0.0375,0.36,53,174.373
Calvin Harris,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),0.862,0.592,0.791,0.11,0.037,84,214.847
Crystal Fighters,By Your Side (feat. Dagny),By Your Side (feat. Dagny),0.623,0.842,0.758,0.0437,0.014,47,154.187
j mena,La Cobra,Gato,0.788,0.831,0.876,0.074,0.0908,42,185.547
Senkise,KorsKorsKors,KorsKorsKors,0.624,0.173,0.749,0.0388,0.339,41,197.5
Omar,Dem,Dem,0.515,0.304,0.757,0.057,0.346,34,146.579
Season Five,ต่อให้,ต่อให้,0.482,0.373,0.695,0.101,0.836,51,251.031
Waze,Só Nosso,Só Nosso,0.595,0.32,0.671,0.0461,0.71,46,196.97
Powfu,death bed (coffee for your head) (feat. beabadoobee),death bed (coffee for your head) (feat. beabadoobee),0.431,0.348,0.726,0.135,0.731,97,173.333
Masaki Suda,Play,Mitakotomonaikeshiki,0.912,0.62,0.435,0.0486,3.52e-4,41,221.693
Sharlot,Малышка,Малышка,0.566,0.653,0.627,0.477,0.0958,43,152.802
Veronica Effertz,Love Me True,"Close to You, Close near Me",0.54,0.747,0.569,0.041,0.0236,28,206.602
GeorgeGoin,The Alchemist,All the Light We Cannot See,0.114,0.543,0.389,0.0556,0.994,0,271.909
Luciano,Mios mit Bars,Mios mit Bars,0.633,0.404,0.677,0.0467,0.111,71,232.147
Summer Walker,Over It,I'll Kill You (feat. Jhené Aiko),0.443,0.363,0.679,0.153,0.427,72,179.973
Ella Chen,都幾歲了 (電視劇【幸福一家人】片尾曲),都幾歲了 (電視劇【幸福一家人】片尾曲),0.499,0.305,0.624,0.0276,0.179,50,241.891
DJ Wich,JAKO RYBA VE VODĚ,"PEVNĚ NA ZEMI (feat. Strapo, Rest & Erycan)",0.714,0.303,0.534,0.319,0.698,39,239.793
Pekeño 77,Tony Love (Remix),Tony Love - Remix,0.634,0.391,0.706,0.0469,0.00211,0,239.604
Eno,Bunte Farben,Bunte Farben,0.493,0.912,0.848,0.0523,0.702,45,165.746
Min,Em Mới Là Người Yêu Anh (Acoustic Version) [acoustic],Em Mới Là Người Yêu Anh (Acoustic Version),0.301,0.365,0.494,0.0344,0.973,49,235.543
Abi,$cuze,$cuze,0.575,0.56,0.872,0.0385,0.295,41,144
Future,High Off Life,Posted With Demons,0.574,0.449,0.931,0.381,0.283,70,189.342
Simsey,Alo (feat. Carmon),Alo (feat. Carmon),0.496,0.213,0.64,0.474,0.102,47,148.713
EdithFernandez,100 Grand,Dancing on My Own,0.367,0.454,0.765,0.456,0.918,0,181.159
Miley Cyrus,Spotify Singles - Holiday,Sleigh Ride,0.749,0.766,0.583,0.0453,0.193,30,184.953
Adira Suhaimi,Pujaan Hati,Pujaan Hati,0.574,0.182,0.492,0.0315,0.483,44,248.43
Magnus Haven,Landas,Landas,0.547,0.121,0.43,0.0287,0.222,59,310.481
Preslava,Da gori v lyubov,Ne se iztrivash,0.841,0.65,0.742,0.069,0.00577,37,246.033
Kubi Producent,+18,Pozdro (feat. Sapi Tha King & Zabson),0.79,0.226,0.645,0.414,0.215,39,143.267
Karen Mok,我們在中場相遇,慢慢喜歡你,0.316,0.375,0.601,0.0365,0.876,62,221.447
ヒプノシスマイク -D.R.B- (Bad Ass Temple),ヒプノシスマイク ナゴヤ・ディビジョン 「Bad Ass Temple Funky Sounds」,Bad Ass Temple Funky Sounds,0.96,0.467,0.67,0.101,0.0194,52,269.978
Defano Holwijn,Every Season (feat. Henkie T),Every Season (feat. Henkie T),0.636,0.366,0.689,0.296,0.428,45,148.481
Ritviz,Thandi Hawa,Thandi Hawa,0.555,0.518,0.628,0.176,0.0566,63,203.077
De Fellas,High End (Deluxe),Red Cups,0.597,0.162,0.846,0.29,0.103,48,147.764
Mohit Chauhan,Jab We Met,Tum Se Hi,0.538,0.608,0.609,0.0273,0.328,62,321.225
Ariana Grande,"thank u, next",bad idea,0.58,0.575,0.847,0.0723,0.0276,50,267.107
Azad,Dieser Weg,Dieser Weg,0.791,0.639,0.795,0.414,0.392,37,173.251
Smack,P`s A Love 2,1...2...3...4...,0.711,0.676,0.741,0.332,0.206,25,236.132
Yovie & Nuno,The Special One,Menjaga Hati,0.673,0.19,0.539,0.0315,0.619,62,237.4
SINAN,Min Vinkel,Pat kut,0.659,0.662,0.755,0.0505,0.661,51,193.608
Juanes,La Plata,La Plata (feat. Lalo Ebratt),0.74,0.961,0.762,0.226,0.201,64,195.493
Kensington,Time,Insane,0.686,0.29,0.587,0.0396,0.0133,46,231.613
Mohit Chauhan,"Tanha Mera Pyaar (From ""Bypass Road"")","Tanha Mera Pyaar (From ""Bypass Road"")",0.362,0.198,0.54,0.0275,0.582,38,317.88
Sebastian Yatra,MANTRA,Devuélveme El Corazón,0.78,0.312,0.59,0.0764,0.0931,66,243.427
Marso,Seven,Cash,0.643,0.568,0.923,0.219,0.0396,34,132
B Praak,"Maana Dil (From ""Good Newwz"")",Maana Dil,0.411,0.259,0.275,0.0285,0.637,57,235.61
GOT7,<Present : YOU> &ME Edition,Miracle,0.34,0.464,0.398,0.0299,0.808,28,250.849
Aniceto Molina,El Machito,El Machito,0.716,0.816,0.781,0.05,0.306,42,177.453
Brunori Sas,Cip!,Al di là dell’amore,0.726,0.689,0.697,0.0402,0.0154,52,207.213
Greeicy,Aguardiente,Aguardiente,0.835,0.784,0.764,0.115,0.0183,60,135.32
Gobs,Startede Sammen,Startede Sammen,0.584,0.54,0.633,0.0483,0.421,52,162.711
A Boogie Wit da Hoodie,Artist 2.0,Hit 'Em Up (feat. Trap Manny),0.591,0.752,0.506,0.386,0.258,61,204.42
GAMMAL,Sånger från förut,Sånger från förut,0.646,0.45,0.676,0.0525,0.0476,64,231.821
Banda MS de Sergio Lizárraga,Con Todas Las Fuerzas,No Elegi Conocerte,0.4,0.813,0.86,0.0538,0.182,72,254.853
Lukku Láki,"Lukku Láki, Vol. 1",Raka Inn,0.612,0.822,0.863,0.339,0.208,19,220.5
Drake,Dark Lane Demo Tapes,Desires (with Future),0.506,0.554,0.812,0.116,0.281,78,237.946
Ronnie Flex,Blijf Bij Mij,Blijf Bij Mij,0.555,0.48,0.851,0.154,0.295,56,179.676
TANK 呂建忠,你的情歌 (電影《你的情歌》主題曲),你的情歌 (電影《你的情歌》主題曲),0.532,0.314,0.442,0.033,0.485,51,283.847
Landy,Assa Baing,M'évader,0.703,0.322,0.583,0.102,0.603,47,190.573
Jebroer,Polizei,Polizei,0.776,0.283,0.714,0.101,0.141,40,165.822
Aimyon,瞬間的シックスセンス,恋をしたから,0.184,0.364,0.399,0.0342,0.884,52,269.253
Nimo,NIMORIGINAL,NIMORIGINAL,0.652,0.262,0.764,0.343,0.0462,47,165.427
DA Uzi,Architecte,Architecte,0.653,0.4,0.844,0.179,0.433,56,186.173
DaBaby,Baby On Baby,Baby Sitter (feat. Offset),0.73,0.394,0.852,0.0579,0.0219,74,157.693
8 Kambarys,Deginu Save,Deginu Save,0.36,0.196,0.743,0.0794,0.475,29,269.661
Michael Bublé,The More You Give (The More You'll Have),The More You Give (The More You'll Have),0.929,0.708,0.37,0.145,0.101,28,191.749
Gunnar Ólason,100 íslensk jólalög,Komdu um jólin,0.35,0.427,0.406,0.0296,0.325,6,235.59
Orquesta Internacional Hermanos Flores,"Su Majestad, Festival Navideno",La Bala,0.544,0.965,0.758,0.0403,0.548,38,520.255
A.R. Rahman,Rockstar,Kun Faya Kun,0.378,0.575,0.362,0.0329,0.679,62,470.5
Picture This,One Night,One Night,0.597,0.426,0.497,0.0339,0.218,60,212.507
back number,blues,恋,0.72,0.524,0.446,0.0329,0.103,50,253.307
George Ezra,"White Christmas (Spotify Singles - Holiday, Recorded at Air Studios, London)","White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",0.32,0.437,0.586,0.0289,0.637,35,192.459
Louis Tomlinson,Back to You (feat. Bebe Rexha & Digital Farm Animals),Back to You (feat. Bebe Rexha & Digital Farm Animals),0.53,0.645,0.683,0.142,0.207,72,190.428
Maroon 5,Red Pill Blues (Deluxe),Girls Like You (feat. Cardi B),0.541,0.448,0.851,0.0505,0.568,77,235.545
Frank Sinatra,A Jolly Christmas From Frank Sinatra,Mistletoe And Holly - Remastered 1999,0.103,0.341,0.607,0.0404,0.804,36,136.427
Patricio Rey y sus Redonditos de Ricota,Lobo Suelto,Un Ángel para Tu Soledad,0.682,0.712,0.635,0.0262,0.0304,61,231.533
The Weeknd,Beauty Behind The Madness,The Hills,0.564,0.137,0.585,0.0515,0.0671,83,242.253
Jack,Plan A Deluxe,Highway,0.643,0.316,0.61,0.0985,0.248,44,128.921
HAYES,Fuck This Place Up (feat. Famous Dex),Fuck This Place Up (feat. Famous Dex),0.729,0.728,0.786,0.0433,0.00606,54,137.505
Gleb,Gauč Storytelling,Brány,0.828,0.36,0.751,0.245,0.117,36,271
Evelina,Asfalttiviidakko (Vain Elämää Kausi 9),Asfalttiviidakko - Vain Elämää Kausi 9,0.805,0.424,0.796,0.0796,0.36,41,197.8
Jérémy Frerot,Matriochka,Tu donnes,0.639,0.488,0.595,0.063,0.0706,53,174.947
Ocean Alley,Chiaroscuro,Knees,0.594,0.365,0.549,0.0452,0.0524,63,286.786
Instrumenti,Cilvēks,Nēnujā,0.61,0.705,0.741,0.0866,0.0998,19,215.839
Miss Li,Då börjar fåglar sjunga,Då börjar fåglar sjunga,0.676,0.429,0.71,0.0392,0.00277,59,192.918
Romeo Santos,Golden,Carmín (feat. Juan Luis Guerra),0.675,0.753,0.731,0.0397,0.668,62,208.955
Niska,Mr Sal,Bâtiment,0.702,0.645,0.663,0.136,0.293,69,211.013
Zoé,Aztlán,Azul,0.703,0.491,0.516,0.0363,0.0634,67,194.227
TAEYEON,Hotel Del Luna OST Part.3,All about you,0.287,0.491,0.531,0.0364,0.915,69,209.482
Noo Phước Thịnh,Nhung Ke Mong Mo,Nhung Ke Mong Mo,0.562,0.474,0.468,0.033,0.326,45,253.776
King Gnu,Ceremony,開会式,0.591,0.0747,0.349,0.0322,0.316,32,48.973
Luciano,Im Film,Im Film,0.584,0.363,0.881,0.355,0.155,55,172.147
benny blanco,FRIENDS KEEP SECRETS,Eastside (with Halsey & Khalid),0.686,0.329,0.632,0.243,0.549,76,170.77
TopGunn,1991,25 Lightere (feat. Lord Siva),0.54,0.438,0.785,0.286,0.11,36,175.255
Guè Pequeno,Bravo Ragazzo (Royal Edition),Brivido,0.69,0.431,0.628,0.338,0.237,64,227.693
LX,Obststand 2,Gelato & Skittlez,0.816,0.584,0.699,0.421,0.434,44,209.096
Indigo,แค่เราไม่ได้รักกัน,แค่เราไม่ได้รักกัน,0.658,0.235,0.483,0.0552,0.299,53,262.637
Johnny Cash,The Christmas Spirit,The Little Drummer Boy,0.497,0.559,0.686,0.0579,0.967,31,152.267
Jonas Brothers,Happiness Begins,Hesitate,0.485,0.236,0.622,0.0322,0.227,63,208.84
MC Kevin o Chris,Vamos pra Gaiola,Vamos pra Gaiola,0.971,0.521,0.872,0.281,0.917,61,161.6
L7NNON,Perdição,Perdição,0.337,0.51,0.833,0.157,0.595,69,275
Eminem,Music To Be Murdered By,Godzilla (feat. Juice WRLD),0.745,0.829,0.808,0.342,0.145,89,210.8
Yoga Lin,別讓我走遠 (電視劇《我們與惡的距離》主題曲),別讓我走遠 (電視劇《我們與惡的距離》主題曲),0.5,0.161,0.373,0.033,0.112,57,199.756
NOTD,So Close (feat. Georgia Ku),So Close,0.872,0.761,0.7,0.0666,0.121,77,190.302
EXO,OBSESSION - The 6th Album,Obsession,0.729,0.71,0.704,0.0624,0.0024,72,203.52
MILION+,KRTEK MONEY LIFE,KILO,0.828,0.476,0.688,0.0765,0.0326,47,190.515
Eva,Queen,Paname,0.699,0.802,0.825,0.0521,0.271,44,147.947
Trill Ryan,She Gon Go,She Gon Go,0.498,0.496,0.766,0.0519,0.00195,73,121.01
Dinor rdt,Minimum (feat. Naza),Minimum (feat. Naza),0.709,0.729,0.847,0.075,0.914,62,166.36
Tokyo Incidents,永遠の不在証明,永遠の不在証明,0.935,0.707,0.484,0.042,0.0037,53,261.44
AKA,Cross my Heart,Cross my Heart,0.471,0.674,0.832,0.118,0.029,36,304
Roc Boyz,Wreckonize (Dønskirussen 2019),Wreckonize (Dønskirussen 2019),0.542,0.414,0.929,0.533,0.0601,57,205.44
Asme,14,14,0.579,0.472,0.769,0.0888,0.153,57,180.547
Rels B,Happy Birthday Flakko,SIN MIRAR LAS SEÑALES,0.481,0.289,0.754,0.444,0.387,73,180
MC Kevin o Chris,Evoluiu (ao Vivo),Deixa a Pepeca - Ao Vivo,0.802,0.76,0.687,0.0651,0.702,39,134.101
Kris Kross Amsterdam,Loop Niet Weg,Loop Niet Weg,0.757,0.249,0.674,0.0717,0.0848,71,185.017
Łobuzy,Zbuntowany anioł (Radio Edit),Zbuntowany anioł - Radio Edit,0.903,0.644,0.799,0.106,0.0573,54,178.022
Giorgos Sabanis,Paraxena Demenoi,Alaxe Ta Ola,0.594,0.307,0.602,0.0421,0.466,48,241.093
Thiago Carvalho,Chorando à Luz de Velas,Chorando à Luz de Velas,0.658,0.771,0.818,0.0497,0.323,0,175.95
Anirudh Ravichander,"Ninnu Chuse Anandamlo (From ""Gang Leader"")","Ninnu Chuse Anandamlo (From ""Gang Leader"")",0.73,0.407,0.679,0.0488,0.245,40,293
j mena,Ya Quisieran,Ya Quisieran,0.836,0.828,0.747,0.15,0.178,42,145.229
Bryant Myers,Cambio de Clima,Te Descubrí,0.757,0.681,0.82,0.146,0.207,44,186.84
Lazza,Re Mida,Re Mida,0.733,0.65,0.738,0.307,0.074,51,148.653
BHZ,Sticky oder L'ers,Sticky oder L'ers,0.43,0.654,0.854,0.579,0.0233,58,196.627
Justin Quiles,Sueños,Que Mas Pues - Remix,0.661,0.813,0.648,0.195,0.121,77,305.962
Traditional,Home Alone (Original Motion Picture Soundtrack) [25th Anniversary Edition],We Wish You a Merry Christmas / End Title - Voice,0.247,0.29,0.241,0.0358,0.958,32,254.627
Samra,Shoote ma Shoote,Shoote ma Shoote,0.789,0.71,0.854,0.212,0.175,59,162.551
Blaq Diamond,Ibhanoyi,Ibhanoyi,0.635,0.428,0.784,0.0831,0.447,38,249.796
Pabllo Vittar,Não Para Não,Buzina,0.888,0.69,0.766,0.147,0.0957,56,137.422
Lefa,FAME,Sors de ma tête,0.682,0.337,0.809,0.461,0.663,42,144.84
Sam Hunt,SOUTHSIDE,Body Like A Back Road,0.458,0.65,0.736,0.0316,0.441,68,162.547
Luciano,MILLIES,Cuban Links,0.52,0.55,0.837,0.336,0.0537,48,153.2
Cenderawasih,Bersama Di Hari Raya,Bersama Di Hari Raya,0.699,0.941,0.655,0.0439,0.396,47,159.893
Josef Og Elias,Weekend Hver Dag,Weekend Hver Dag,0.471,0.686,0.917,0.0608,0.0291,51,171.74
BROCKHAMPTON,GINGER,I BEEN BORN AGAIN,0.636,0.451,0.771,0.229,0.318,57,219.72
Moshe Peretz,לילה בסיני,לילה בסיני,0.278,0.297,0.772,0.0333,0.846,45,204.286
Niro,Stupéfiant : Chapitre 1,Cantona,0.859,0.402,0.731,0.274,0.094,0,178.227
AUTTA,ว่างยัง,ว่างยัง,0.437,0.534,0.823,0.0688,0.426,47,192.25
Lazyloxy,TMRW,TMRW,0.676,0.776,0.811,0.12,0.386,46,209.143
Zola,Cicatrices,L1 L2,0.38,0.712,0.965,0.451,0.105,61,147.76
Jhay Cortez,Famouz,Easy,0.777,0.547,0.853,0.0684,0.101,67,239.373
Simsey,Numero Uno,Numero Uno,0.679,0.375,0.648,0.112,0.247,50,176.31
Anıl Piyancı,KAFA10,KAFA10,0.668,0.544,0.777,0.174,0.241,64,254
Tessa,Så'n der,Så'n der,0.677,0.775,0.879,0.0703,0.0121,62,155.46
Stormzy,Sounds of the Skeng,Sounds of the Skeng,0.805,0.382,0.491,0.299,0.0263,60,214.13
Kube,100,100,0.521,0.548,0.756,0.13,0.269,62,167.625
Vargas & Lagola,The Butterfly Effect,Hurts To Be Hurt,0.576,0.345,0.483,0.0342,0.29,52,217.76
Anna Zak,בלוק,בלוק,0.584,0.601,0.731,0.271,0.323,44,148.645
Melanie Martinez,K-12,High School Sweethearts,0.639,0.44,0.648,0.123,0.453,71,311.082
TopGunn,1991,Detaljen (feat. Fouli),0.612,0.792,0.798,0.262,0.0705,54,174.734
Agnes Nunes,Cida,Cida,0.264,0.21,0.586,0.0616,0.71,64,186
Jigzaw,Cocaine,Cocaine,0.62,0.32,0.793,0.232,0.321,38,200.347
Melanie Martinez,K-12,The Principal,0.724,0.641,0.664,0.04,0.441,68,176.844
Broertje,Als Ik Plus,Als Ik Plus,0.715,0.816,0.799,0.396,0.218,57,176.076
Outsiders,We Komen Terug,We Komen Terug,0.861,0.292,0.254,0.0455,0.0405,58,274.377
Saske,GOGO,GOGO,0.616,0.69,0.764,0.08,0.206,53,134.904
SSIO,MESSIOS,Warum lügst du?,0.784,0.567,0.772,0.141,0.113,8,220.08
Mister V,MVP,Pirelli,0.752,0.655,0.836,0.0612,0.329,66,214.653
Mecna,Neverland,Si Baciano Tutti (feat. CoCo),0.748,0.298,0.335,0.21,0.198,53,170.4
Light,Primo,Πέτα Τα,0.684,0.17,0.78,0.105,0.105,42,257.699
Loopickz,All Night Long,Give Or Take,0.206,0.349,0.606,0.0428,0.989,0,262.06
Anitta,Terremoto,Terremoto,0.805,0.967,0.891,0.0898,0.329,62,146.276
Herman Flesvig,Det er fredag,Det er fredag,0.783,0.529,0.692,0.0871,0.00102,58,144
Hayko Cepkin,Kabul Olur / Dans Et,Kabul Olur,0.659,0.0601,0.217,0.0387,0.0773,39,250.2
Ozuna,Nibiru,Nibiru,0.566,0.158,0.814,0.344,0.081,56,158.827
Hp Boyz,Blueprint,Blueprint,0.379,0.53,0.946,0.22,0.0391,55,247.625
JLC,Sommar sommar sol,Sommar sommar sol,0.886,0.787,0.672,0.0423,0.178,59,205.313
Mad Clip,Super Trapper,Jon Snow,0.592,0.527,0.798,0.14,0.00122,41,201.667
Yade Lauren,Reflecties,Magisch,0.479,0.371,0.757,0.092,0.168,61,162.083
Plutónio,"Sacrifício: Sangue, Lágrimas, Suor",Não Tou Nem Aí,0.628,0.0989,0.798,0.108,0.119,43,206.579
Psycho Rhyme,Rhyme Up,Rhyme Up,0.807,0.602,0.711,0.395,0.356,49,157
Sam Fender,Hypersonic Missiles,Dead Boys,0.815,0.191,0.462,0.0377,0.142,57,203.613
Sordal,Center of the Storm,Lucifer,0.477,0.145,0.53,0.0295,0.172,9,445.253
Chillies,Thưa Mẹ Con Đi OST,Cảm Ơn Và Xin Lỗi,0.254,0.254,0.242,0.0407,0.759,21,316.286
Galantis,Holy Water,Holy Water,0.734,0.401,0.587,0.0407,0.0653,63,176.657
Nane,Șmecherescu,B.M.V. 2.0,0.78,0.625,0.747,0.415,0.286,40,196.573
Vinni Wonka,Mr.Burns,Mr.Burns,0.965,0.0907,0.656,0.0554,7.52e-4,23,160
Vayu,Naagin,Naagin,0.5,0.243,0.807,0.0581,0.0335,63,157
Capitão Fausto,A Invenção do Dia Claro,Outro Lado,0.499,0.757,0.699,0.026,0.458,35,159.519
LANY,Malibu Nights,Thru These Tears,0.517,0.294,0.711,0.0391,0.154,67,204.516
Cash Flow,Suç Sokağı Sakinleri,Hani Bize Keleş,0.811,0.23,0.821,0.368,0.0268,30,197.067
Kiian,Party Friends,Party Friends,0.364,0.195,0.486,0.0751,0.102,34,167.602
Rolf Zuckowski,Winterkinder ...auf der Suche nach Weihnachten,In der Weihnachtsbäckerei,0.451,0.917,0.817,0.0376,0.488,39,172.907
Hanzy,On The Track,On The Track,0.967,0.16,0.752,0.053900000000000003,0.0082,20,171.572
Hailee Steinfeld,Wrong Direction,Wrong Direction,0.388,0.188,0.378,0.036,0.472,76,248.987
Sakanaction,834.194,「聴きたかったダンスミュージック、リキッドルームに」,0.689,0.962,0.754,0.03,0.424,47,236.08
Ardhito Pramono,Craziest thing happened in my backyard,925,0.612,0.548,0.557,0.0739,0.684,60,190.308
Wet Bed Gang,Stay Inside,Popcorn,0.598,0.367,0.688,0.146,0.13,53,181.768
Lil Baby,My Turn,Emotionally Scarred,0.641,0.266,0.585,0.133,0.0286,82,197.53
DJEZJA,SEMTEX,SEMTEX,0.662,0.178,0.896,0.257,0.0749,41,164.627
Maninder Buttar,Laare,Laare,0.658,0.67,0.384,0.05,0.201,60,270.545
2T FLOW,เมื่อคืนฉันฝันว่า,เมื่อคืนฉันฝันว่า,0.255,0.349,0.615,0.0743,0.898,48,156.792
Daj To Głośniej,Mama ostrzegała,Mama ostrzegała,0.908,0.962,0.834,0.21,0.213,57,187.397
RADWIMPS,RADWIMPS 4 ~おかずのごはん~,有心論,0.813,0.568,0.538,0.111,0.0149,38,250.84
Alonzo,Stone,C’est Elle,0.607,0.255,0.812,0.308,0.43,59,201.333
MadMan,MM Vol. 2,Veleno 6,0.846,0.636,0.753,0.0936,0.193,62,205.126
CoCo,Acquario,Se Mi Perdo Altrove (feat. Ernia & Mecna),0.568,0.642,0.559,0.161,0.763,51,281.803
Shindy,Drama,Raffaello,0.49,0.154,0.645,0.105,0.191,60,237.561
Scarlet Pleasure,24/7,24/7,0.553,0.675,0.836,0.0629,0.256,54,169.54
Spoegwolf,See,Die Veld,0.301,0.0489,0.425,0.0266,0.685,28,130.662
Lil Uzi Vert,Eternal Atake,Secure The Bag,0.719,0.549,0.803,0.392,0.344,66,238.425
Dsean,New Season,New Season,0.445,0.649,0.737,0.0337,0.707,40,155.559
ヒプノシスマイク -D.R.B- (Bad Ass Temple),ヒプノシスマイク ナゴヤ・ディビジョン 「Bad Ass Temple Funky Sounds」,そうぎゃらんBAM,0.782,0.368,0.75,0.224,0.0742,50,231.735
Capital Bra,Berlin lebt 2,Mr. Miyagi,0.708,0.504,0.585,0.241,0.431,56,149.436
Julia Wu,七十億分之一加一,七十億分之一加一,0.485,0.452,0.697,0.0327,0.269,54,220.171
Djulia,Chuzhda,Chuzhda,0.838,0.932,0.669,0.0635,0.094,40,222.632
George Ezra,Wanted on Voyage,Budapest,0.451,0.406,0.714,0.0276,0.0883,77,200.72
Nemo,5i uf de Uhr,5i uf de Uhr,0.358,0.241,0.699,0.0329,0.629,32,151.713
Nadin Amizah,—star.,—star.,0.0978,0.391,0.525,0.0456,0.984,58,153.885
Busta K,Last Goodbye,Last Goodbye,0.798,0.519,0.709,0.117,0.383,12,170.164
ANAVITÓRIA,Pupila,Pupila,0.426,0.434,0.716,0.128,0.401,73,202.288
La Vela Puerca,De Bichos Y Flores,El Viejo,0.744,0.81,0.699,0.0275,0.0696,57,187.067
Silvestre Dangond,Vivir Bailando,Vivir Bailando,0.848,0.553,0.846,0.121,0.104,63,214.413
Roger Shah,When You’re Here,When You're Here,0.672,0.133,0.569,0.0299,0.00788,0,207.36
Katla María,100 íslensk jólalög,Ég fæ jólagjöf,0.586,0.831,0.577,0.0634,0.255,3,244.088
