artist,album,track_name,energy,valence,danceability,speechiness,acousticness,popularity,duration
Huginn,Eini Strákur (Vol. 1),Hetjan (feat. Herra Hnetusmjör),0.39,0.61,0.798,0.0478,0.734,32,252.773
Luigi,Luigi,Flametrain,0.575,0.927,0.482,0.252,0.521,27,129.481
Swertas,Lavonas,Lavonas,0.45,0.338,0.896,0.37,0.424,37,185.625
Dilemma,Kuuletko,Kuuletko,0.72,0.736,0.665,0.0534,0.133,35,191.443
Troka,S Klassa,S Klassa,0.709,0.431,0.685,0.408,0.733,21,202.649
Heuss L'enfoiré,En esprit,Aristocrate,0.613,0.626,0.935,0.0662,0.268,67,169.733
Ghali,I Love You,I Love You,0.634,0.633,0.532,0.0559,0.119,58,177.836
FM95BLÖ,Þjóðhátíð Bíður,Þjóðhátíð Bíður,0.542,0.313,0.495,0.0351,0.263,29,205.221
Gringo,Barcelona,Barcelona,0.858,0.248,0.783,0.051,0.0352,52,157
Adi L Hasla,Kokonaan Mun,Kokonaan Mun,0.806,0.631,0.594,0.0874,0.0344,43,190.28
Ewa Farna,Ta o nás,Ta o nás,0.517,0.499,0.666,0.04,0.23,43,217.461
ScHoolboy Q,CrasH Talk,Lies (feat. Ty Dolla $ign & YG),0.501,0.22,0.781,0.3,0.0844,58,171
Masaharu Fukuyama,f,桜坂,0.447,0.461,0.765,0.0263,0.176,52,296.68
Emma Steinbakken,Without You,Without You,0.197,0.222,0.373,0.0329,0.877,41,272.039
Broederliefde,Broeders,Grijze Wolken,0.619,0.442,0.544,0.183,0.671,2,232.885
Idaly,Jungle,YEAH YEAH,0.805,0.277,0.577,0.4,0.09,40,145.507
(G)I-DLE,HANN (Alone),HANN (Alone),0.718,0.24,0.709,0.0312,0.059,65,205.82
Simon Smith,Loops,Demonic Orchestra,0.793,0.577,0.467,0.0504,7.88e-4,0,32
DJ Stephan,Eros,Eros,0.738,0.53,0.764,0.118,0.457,57,182.4
Ian,Slayer,Scuze Mama,0.474,0.245,0.592,0.0511,0.568,41,179.5
tha Supreme,23 6451,occh1 purpl3 - feat. Marracash,0.809,0.547,0.66,0.156,0.0921,63,187.822
Kiro Akiyama,From Dropout,Monologue,0.834,0.468,0.248,0.0642,0.00119,45,251.48
MamboLosco,Arcobaleno,Arcobaleno,0.503,0.3,0.535,0.294,0.533,45,156
Kevin Boine,Værsågod,Værsågod,0.86,0.705,0.633,0.165,0.0863,50,158.164
Panos Mouzourakis,Afti Ine I Zoi,Afti Ine I Zoi,0.617,0.55,0.762,0.062,0.203,36,217.551
Victor Leksell,Klär av dig,Klär av dig,0.404,0.459,0.768,0.0455,0.407,64,202.887
Ken Hirai,怪物さん feat.あいみょん,怪物さん feat.あいみょん,0.666,0.526,0.8,0.0495,0.0422,68,244.926
Cumbia Juan,Revolution,Corazón,0.601,0.874,0.81,0.042,0.0144,43,195.693
Juha Tapio,Kun vielä ehtii,Kun vielä ehtii,0.517,0.51,0.378,0.0362,6.09e-4,45,204.848
Capital T,Kujtime,Kujtime,0.653,0.434,0.805,0.124,0.117,50,225.901
Lucas Sugo,Canciones Que Amo,Hechicera,0.674,0.797,0.622,0.0366,0.358,56,224.093
Yisa Yu,小至-電視劇《白髮》主題曲,小至 - 電視劇《白髮》主題曲,0.389,0.195,0.314,0.0306,0.524,42,309.468
Foals,Part 1 Everything Not Saved Will Be Lost,Exits,0.858,0.712,0.483,0.0346,0.0559,61,357.419
Jul,C'est pas des LOL,Au péage,0.711,0.784,0.951,0.252,0.552,52,137.08
The Kid LAROI,Diva (feat. Lil Tecca),Diva (feat. Lil Tecca),0.703,0.457,0.686,0.0606,0.00728,80,172.005
Heuss L'enfoiré,En esprit,Benda,0.81,0.529,0.822,0.177,0.0789,60,222.48
Sufian Suhaimi,Mencuba,Mencuba,0.403,0.115,0.522,0.0247,0.682,43,231.452
Lil Uzi Vert,Luv Is Rage 2,XO Tour Llif3,0.75,0.401,0.732,0.231,0.00264,84,182.707
Sech,Miss Lonely,Miss Lonely,0.675,0.714,0.64,0.186,0.302,49,193.281
Lorenzo,Sex In The City,Je vous déteste tous,0.664,0.599,0.886,0.191,0.263,63,140.36
Ngọt,Cho Tôi Lang Thang,Cho Tôi Lang Thang,0.626,0.596,0.756,0.0729,0.173,49,258.785
Đen,Anh Đếch Cần Gì Nhiều Ngoài Em,Anh Đếch Cần Gì Nhiều Ngoài Em,0.276,0.333,0.82,0.0418,0.85,52,217.134
Aimyon,ハルノヒ,ハルノヒ,0.673,0.525,0.591,0.0294,0.263,69,326.867
Rivermaya,Greatest Hits,214,0.561,0.242,0.537,0.0297,0.423,64,273.2
Elov & Beny,Supa Sova Sex & Likes,Supa Sova Sex & Likes,0.827,0.49,0.778,0.0352,0.0359,56,181.087
Josylvio,Gimma,Day One,0.49,0.242,0.507,0.227,0.0267,1,154.201
Travis Scott,JACKBOYS,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,0.491,0.114,0.559,0.0346,0.0567,79,244.874
Aya Nakamura,NAKAMURA,Pompom,0.647,0.635,0.641,0.533,0.217,57,190.693
PnB Rock,Fendi (feat. Nicki Minaj & Murda Beatz),Fendi (feat. Nicki Minaj & Murda Beatz),0.871,0.573,0.809,0.28,0.0681,60,180.61
Yasser Desai,"Dil Maang Raha Hai (From ""Ghost"")",Dil Maang Raha Hai,0.726,0.542,0.636,0.0456,0.341,48,193.333
İlyas Yalçıntaş,Bilmece,Bilmece,0.69,0.597,0.639,0.0403,0.0203,41,204.771
IV Of Spades,CLAPCLAPCLAP!,Dulo Ng Hangganan,0.565,0.35,0.565,0.0368,0.494,54,328.303
Gian Marco,Resucitar,Lejos De Ti,0.755,0.77,0.695,0.0386,0.134,51,183.04
Alex Rose,Percocet (Remix),Percocet - Remix,0.504,0.429,0.807,0.126,0.605,65,314.627
Gzuz,Gzuz,Loco,0.667,0.704,0.782,0.322,0.0633,56,148.248
Berkay,Deliler,Deliler,0.636,0.33,0.707,0.0695,0.0284,39,223.31
Skepta,Ignorance is Bliss,You Wish,0.685,0.472,0.817,0.27,0.127,50,166.84
Three Man Down,ผ่านตา (Everyday),ผ่านตา (Everyday),0.898,0.822,0.559,0.0293,0.354,55,201.5
Daniel Adams-Ray,Förlorad Halleluja,Förlorad Halleluja,0.818,0.595,0.541,0.207,0.0752,43,212.627
Anirudh Ravichander,"Hoyna Hoyna (From ""Gang Leader"")","Hoyna Hoyna (From ""Gang Leader"")",0.725,0.491,0.712,0.0444,0.188,47,271.938
DMS,Prepáčte,Kardio,0.627,0.772,0.848,0.305,0.185,43,212.727
Lil Uzi Vert,Eternal Atake,Baby Pluto,0.634,0.671,0.772,0.212,0.135,78,210.261
Soulwave,Minden Tévedésem,Minden Tévedésem,0.603,0.736,0.539,0.0526,0.265,43,205.812
Gasellit,Jano,Riks Raks Poks,0.721,0.626,0.597,0.238,0.523,40,236.947
Sadek,Roulette russe 6.5,Roulette russe 6.5,0.692,0.577,0.903,0.287,0.591,50,134.308
Kygo,Golden Hour,Could You Love Me,0.739,0.675,0.693,0.0388,0.164,70,202.053
Vargas & Lagola,Roads,Roads,0.806,0.534,0.527,0.0323,5.98e-4,65,234.68
Sergei Barracuda,Lebron (Hot16),Lebron (Hot16),0.743,0.544,0.637,0.335,0.0302,45,174.677
Zeballos,Por Si Mañana,Nadir,0.66,0.274,0.559,0.255,0.478,58,257.431
Jack,Plan A,Selfmade,0.545,0.354,0.626,0.366,0.313,45,160
Maître Gims,Ceinture noire,Le pire,0.754,0.535,0.412,0.26,0.658,50,227.92
A.R. Rahman,OK Jaanu (Original Motion Picture Soundtrack),The Humma Song,0.65,0.391,0.721,0.136,0.0115,59,179.658
Ellinoora,Aina ku Aira (Vain elämää kausi 9),Aina ku Aira (Vain elämää kausi 9),0.483,0.37,0.536,0.0303,0.333,41,237.003
Coez,Spotify Singles,"La tua canzone - Recorded at Abbey Road Studios, London",0.29,0.283,0.374,0.0309,0.9,58,216.113
Ezhel,LOLO,LOLO,0.603,0.566,0.793,0.088,0.187,52,170.114
Highsnob,WANNABE VOL. 3,WANNABE VOL. 3,0.732,0.495,0.914,0.243,0.093,66,203.902
Lele Blade,Vice City,Loco,0.651,0.608,0.704,0.064,0.202,61,176.383
Şanışer,Kara Geceler,Kara Geceler,0.556,0.212,0.364,0.23,0.26,60,258.491
Evelina,SOS,SOS,0.691,0.721,0.405,0.192,0.605,31,183.76
Zefanio,Busje (feat. Chivv & Lauwtje),Busje (feat. Chivv & Lauwtje),0.648,0.689,0.85,0.239,0.109,68,179.801
Grogi,Bu Gece Bizim,Bu Gece Bizim,0.599,0.418,0.82,0.243,0.327,54,249.357
Maître Gims,Ceinture noire,La même,0.763,0.409,0.682,0.0888,0.22,58,199.04
Grupo Serpiente,Serpiente Ardiente,Dejen Su Loquera,0.846,0.849,0.884,0.126,0.051,0,178.024
Dilemma,Siunauksii,Siunauksii,0.897,0.538,0.756,0.0823,0.0315,27,184.082
Majk Spirit,Nie Som Tu Náhodou,Žiariš,0.72,0.525,0.783,0.183,0.237,35,213.001
Mc Poze do Rodo,To Voando Alto,To Voando Alto,0.683,0.797,0.887,0.173,0.311,70,137.43
edi,Suojaa Tai Väistä,Suojaa Tai Väistä,0.745,0.418,0.72,0.163,0.432,34,194.351
Hkeem,Fly,Fly,0.596,0.869,0.826,0.0423,0.127,56,173.307
Selena Gomez,Rare,Rare,0.545,0.631,0.838,0.0706,0.208,78,220.59
Mikee Mykanic,Ujjal bumm,Nasa,0.819,0.381,0.821,0.221,0.128,37,216.453
YOASOBI,ハルジオン,ハルジオン,0.902,0.901,0.686,0.034,0.0591,68,198
4Keus,Vie d'artiste,MD (feat. Niska),0.729,0.593,0.41,0.4,0.499,69,210.827
Ngọt,3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019),CHUYỂN KÊNH (sản phẩm này không phải là thuốc),0.45,0.617,0.797,0.036,0.348,42,273.807
LA$$A,Meisje,Meisje,0.587,0.853,0.926,0.241,0.0109,51,163.889
Noizy,New Benz,New Benz,0.835,0.804,0.698,0.28,0.201,40,173.165
Prusax,Autopilots,Autopilots,0.658,0.809,0.854,0.414,0.241,35,167.926
Stefanie Sun,守護永恆的愛,守護永恆的愛,0.698,0.696,0.597,0.032,0.0614,38,182.573
Raappana,Seittemän (feat. BESS),Seittemän (feat. BESS),0.596,0.636,0.725,0.0427,0.132,48,205.602
Bizarrap,"Louta: Bzrp Music Sessions, Vol. 20","Louta: Bzrp Music Sessions, Vol. 20",0.428,0.379,0.862,0.0481,0.204,62,151.382
Max Giesinger,Die Reise (Deluxe Version),"Auf das, was da noch kommt",0.862,0.659,0.661,0.0699,0.0879,58,209.966
Maes,Les derniers salopards,Police,0.601,0.271,0.819,0.044,0.114,62,222.173
The 1975,Notes On A Conditional Form,Yeah I Know,0.812,0.418,0.601,0.0504,0.358,65,253.05
No.1,Canavar,Canavar,0.573,0.431,0.743,0.328,0.378,60,275.455
Ant Wan,724,Modigliani,0.494,0.458,0.708,0.266,0.719,45,181.658
Decky,KINGPIN,ON AIR,0.417,0.259,0.72,0.368,0.476,43,114.174
TJ Monterde,Karera,Karera,0.745,0.344,0.669,0.0269,0.0461,50,203.402
HAOR,不再打擾你,不再打擾你,0.53,0.454,0.677,0.0344,0.622,0,258.667
Prāta Vētra,Starp Divām Saulēm,Starp Divām Saulēm,0.65,0.648,0.593,0.0266,0.241,23,212.867
Gloria Trevi,Hijoepu*#,Hijoepu*#,0.721,0.92,0.85,0.185,0.025,56,188.333
Dalex,Climaxxx,Fuerte,0.603,0.552,0.64,0.175,0.623,50,218.25
In Flames,"I, the Mask",Voices,0.935,0.132,0.559,0.0652,1.27e-4,3,287.542
Cali Y El Dandee,Tu Nombre,Tu Nombre,0.68,0.449,0.655,0.0429,0.00961,65,164.72
Elton John,Rock Of The Westies,Don't Go Breaking My Heart,0.844,0.777,0.729,0.0344,0.149,76,275.44
Otsochodzi,Miłość,Nagrania (00:37),0.353,0.318,0.812,0.303,0.683,39,177.173
Mister You,Flashback,Flashback,0.856,0.596,0.699,0.315,0.351,0,243.347
DA Uzi,Architecte,Culiacan (feat. Mister You),0.655,0.676,0.61,0.247,0.389,53,161.72
Šventinis bankuchenas,Vasaraš Atostogaš,Vasaraš Atostogaš,0.735,0.629,0.869,0.0373,0.476,29,183.121
Sukh-E Muzical Doctorz,Video Bana De,Video Bana De,0.862,0.619,0.801,0.0487,0.607,56,187.5
"M YOSS, PUNG TUNTEK, STAMP",กำลังพัฒนา,กำลังพัฒนา,0.594,0.688,0.712,0.0345,0.0598,29,236
Snollebollekes,… En Door,Vrouwkes,0.781,0.805,0.846,0.187,0.162,51,168.236
Fiki,Ne me ostavyay,Ne me ostavyay,0.726,0.615,0.591,0.0555,0.127,35,212.658
J Balvin,OASIS,UN PESO,0.675,0.961,0.627,0.213,0.125,76,277.107
Daniel,Fulmine,Fulmine,0.794,0.433,0.708,0.06,0.0372,57,178.269
Los Angeles Azules,Y La Hice Llorar,Y La Hice Llorar,0.724,0.604,0.591,0.0317,0.243,46,198.2
Herve Pagez,Spicy (with Diplo & Charli XCX),Spicy - with Diplo & Charli XCX,0.825,0.507,0.822,0.052,0.055,56,157.867
ANAVITÓRIA,Perdoa,Perdoa,0.41,0.62,0.676,0.0734,0.722,60,222.041
Daya,Insomnia,Insomnia,0.653,0.379,0.754,0.0611,0.0944,73,179.746
Ishay Ribo,כתר מלוכה,כתר מלוכה,0.384,0.423,0.498,0.0373,0.883,51,228
Aleksanteri Hakaniemi,Kouvola,Aikuistu! (feat. Ares),0.635,0.658,0.822,0.122,0.106,39,123.253
HONNE,Love Me / Love Me Not,Crying Over You ◐,0.62,0.415,0.385,0.147,0.0815,65,242.672
ToTo H,Циганска Сватба,Циганска Сватба,0.454,0.488,0.764,0.0315,0.859,37,220
Haki,OFFLINE,POEDDA UPP,0.328,0.332,0.851,0.185,0.342,22,124.281
Harold 68,Smoke,Hometown,0.68,0.884,0.885,0.171,0.806,0,131.527
Hozier,"Wasteland, Baby! (Deluxe)",No Plan,0.75,0.564,0.456,0.0444,0.115,0,331.013
Prāta Vētra,"Par to zēnu, kas sit skārda bungas",Paralēles,0.747,0.907,0.754,0.0408,0.133,37,258.718
Crush,"Guardian (Original Television Soundtrack), Pt. 4",Beautiful,0.405,0.237,0.524,0.028,0.842,70,227.584
Slipknot,We Are Not Your Kind,Birth Of The Cruel,0.953,0.481,0.432,0.0821,1.47e-4,60,275.839
Emmsjé Gauti,Vandamál,Vandamál,0.734,0.578,0.736,0.404,0.0211,38,142.762
Lacrim,Philippins (Extrait de la compile Cercle Fermé),Philippins - Extrait de la compile Cercle Fermé,0.729,0.392,0.904,0.176,0.307,29,198.133
Nik Tendo,FATAMORGANA,Super,0.701,0.219,0.805,0.225,0.156,40,118.421
Nija,The Lion King: The Gift,MY POWER,0.86,0.715,0.773,0.13,0.0159,63,259.742
Sohail Sen,"Shaitan Ka Saala (From ""Housefull 4"")","Shaitan Ka Saala (From ""Housefull 4"")",0.772,0.336,0.844,0.194,0.284,59,147.395
Queen,Bohemian Rhapsody (The Original Soundtrack),I Want To Break Free,0.414,0.502,0.807,0.0352,0.105,70,223.08
Z.E,10 STEG FÖRE,BONANZA,0.637,0.767,0.807,0.299,0.781,49,163.2
MEYOU,ภาวนา,ภาวนา,0.421,0.534,0.536,0.0344,0.136,62,160.974
Jigzaw,Sprudelwasser,Sprudelwasser,0.637,0.501,0.725,0.29,0.234,40,175.173
Maustetytöt,Kaikki tiet vievät Peltolaan,En saa unta varmaan haudassakaan,0.473,0.3,0.454,0.0317,0.542,40,191.213
Kabza De Small,The Return Of The Scorpion Kings,Qoqoqo,0.648,0.652,0.833,0.0543,0.00643,39,392.749
DELLAFUENTE,Octava Maravilla,Octava Maravilla,0.544,0.512,0.698,0.053900000000000003,0.195,50,215.146
Thomas Rhett,Center Point Road,Beer Can’t Fix,0.774,0.939,0.711,0.0308,0.0317,78,209.733
Thái Đinh,Em Có Còn Dùng Số Này Không,Em Có Còn Dùng Số Này Không,0.155,0.277,0.666,0.0507,0.961,47,315.631
MACHETE,MACHETE MIXTAPE 4,FQCMP (feat. Salmo) - prod. Low Kidd,0.641,0.733,0.707,0.351,0.1,51,181
Ezekiel Carl,Líður svo vel,Líður svo vel,0.689,0.776,0.756,0.0483,0.537,35,198.45
Ninho,M.I.L.S 3,Bali,0.821,0.556,0.826,0.277,0.189,59,215.367
Hipsumhaps,Best gleymdu leyndarmálin,Honný,0.395,0.167,0.525,0.0533,0.566,31,208.5
Şam,"P.O.P Mixtape, Pt. 2",Sensiz,0.8,0.816,0.556,0.39,0.29,50,132.766
PRO8L3M,Art Brut 2,Mistrz ping-ponga,0.799,0.724,0.536,0.379,0.335,48,83.36
Pietro Lombardi,LOMBARDI (Deluxe Version),Kämpferherz,0.402,0.277,0.662,0.041,0.649,67,174.013
Saulės Kliošas,Tada Kada,Tada Kada,0.7,0.115,0.552,0.113,0.341,36,224.413
Mares,Cyklar ni så springer jag,Cyklar ni så springer jag,0.569,0.599,0.681,0.0528,0.612,59,208.764
Lawineboys,10 Jaar Lawinegevaar,Joost,0.99,0.96,0.74,0.0636,0.166,46,171.84
Pil C,"V Radiu Hral Elan, Ked Umrel ...",Silent Hill (feat. Calin),0.759,0.34,0.75,0.209,0.461,36,217.047
Hozier,"Wasteland, Baby! (Deluxe)",Dinner & Diatribes,0.769,0.333,0.499,0.0522,0.00416,0,224.147
Sinan-G,Benz oder Beemer,Benz oder Beemer,0.67,0.511,0.751,0.112,0.107,24,168
Birgitta Haukdal,100 íslensk jólalög,Eitt lítið jólalag,0.416,0.85,0.818,0.0295,0.0434,7,124.273
Arcangel,Te Esperaré,Te Esperaré,0.648,0.578,0.619,0.206,0.303,54,196.187
No.1,Çiçeklerde Bir Telaş Var,Çiçeklerde Bir Telaş Var,0.725,0.559,0.656,0.131,0.00261,0,195.879
Bambini Di Praga,"České Koledy, Vol. 1","Hoši, Honem Vzhůru",0.263,0.961,0.32,0.0344,0.685,2,184
Decky,KINGPIN,C.D.H.D. [cesta do hloubi duše],0.555,0.467,0.738,0.381,0.254,28,169.263
Lil Nas X,Rodeo (feat. Nas),Rodeo - feat. Nas,0.637,0.575,0.65,0.0369,0.0814,72,145.222
MC Bilal,Wenn sich die eine Tür schließt,Wenn sich die eine Tür schließt,0.74,0.662,0.702,0.328,0.345,62,149.774
Ilir7,Salah Apa Aku,Salah Apa Aku,0.521,0.203,0.64,0.0287,0.515,57,255.813
Free Finga,Manęs Daugiau,Manęs Daugiau,0.388,0.345,0.763,0.0819,0.0379,36,190.826
Benny Jamz,1010,Shopping (feat. Kesi & Stepz),0.632,0.519,0.809,0.186,0.26,44,214.247
A$AP Ferg,Value,Value,0.901,0.215,0.766,0.128,0.104,64,167.158
NAV,Good Intentions,Turks (with Gunna & ft. Travis Scott),0.618,0.379,0.894,0.129,0.0808,73,161.32
Nando Reis,N,N,0.479,0.546,0.517,0.028,0.718,65,214.464
Jaxstyle,Fortnite,Fortnite,0.678,0.387,0.326,0.0383,7.59e-4,39,178.62
Justin Bieber,Friends (with BloodPop®),Friends (with BloodPop®),0.735,0.631,0.743,0.0382,0.00389,72,189.467
KESI,X,X,0.596,0.683,0.756,0.0359,0.13,49,181.691
Pancake,ก๋วยเตี๋ยวหน้าใสกับใจโทรมๆ,ใจเย็น,0.904,0.546,0.522,0.0657,0.00628,51,246.72
Adamlar,Dünya Günlükleri,Derine İndik,0.421,0.323,0.444,0.0309,0.538,51,256.324
G.E.M.,摩天動物園,灰狼,0.602,0.316,0.679,0.148,0.0952,45,203.418
Massimo Pericolo,Scialla Semper,Ansia,0.757,0.278,0.608,0.371,0.323,53,216
Little Mix,LM5 (Deluxe),Wasabi,0.656,0.234,0.847,0.115,0.00451,74,154.787
Big Sean,Single Again,Single Again,0.677,0.253,0.635,0.0909,0.161,72,213.733
The 1975,A Brief Inquiry Into Online Relationships,I Always Wanna Die (Sometimes),0.473,0.0398,0.376,0.0325,0.00527,66,314.663
Marwan,TG BANDO (Marwan X Shooter Gang X Speedy),TG BANDO (Marwan X Shooter Gang X Speedy),0.798,0.685,0.498,0.406,0.217,51,160.552
Rida Radar,Nonstophigh,Back to the Roots,0.738,0.443,0.76,0.121,0.211,30,173.294
Sele,Vgazei Story,Vgazei Story,0.55,0.534,0.587,0.134,0.378,50,213
Bizzey,Drama,Drama,0.751,0.726,0.883,0.0645,0.119,58,176.55
Bausa,Fieber,Fieber,0.662,0.679,0.866,0.0969,0.219,48,185.559
SUPER JUNIOR,TIMELESS - The 9th Album Repackage,2YA2YAO!,0.884,0.607,0.789,0.148,0.0941,63,200.826
December Avenue,Kahit Sa Panaginip,Kahit Sa Panaginip,0.769,0.474,0.469,0.033,0.0362,49,278.347
BEGE,Yeniden,Yeniden,0.54,0.346,0.659,0.039,0.107,63,159.865
Dani Faiv,Scusate,Polvere e detriti (feat. Jake La Furia) - prod. Kanesh,0.828,0.471,0.478,0.568,0.376,60,237.2
Leevi and the leavings,Menestyksen salaisuus,"Teuvo, maanteiden kuningas",0.741,0.939,0.588,0.0323,0.238,50,250.133
Marpo,Dead Man Walking,Kruh,0.784,0.323,0.542,0.0645,0.0314,42,212.197
Sevn Alias,SIRIUS,Madonna,0.631,0.654,0.756,0.0924,0.0942,38,198.421
Bro,Glad,Glad,0.712,0.48,0.593,0.264,0.0779,46,207.575
Pamungkas,Walk The Talk,One Only,0.519,0.113,0.25,0.0314,0.219,75,255.492
Luche,Potere,Stamm Fort (feat. Sfera Ebbasta),0.521,0.643,0.78,0.123,0.0983,62,171.375
Picture This,MDRN LV,One Drink,0.769,0.611,0.709,0.0826,0.034,56,200.68
JJ Lin,我們很好,我們很好,0.353,0.325,0.463,0.0356,0.931,53,268.907
SCH,Haut standing,Haut standing,0.571,0.628,0.781,0.141,0.19,59,168.689
andreas odbjerg,føler mig selv 100,føler mig selv 100,0.516,0.451,0.811,0.0321,0.268,58,207.289
Yung Nigo Drippin',Plús Hús 2,Hver Er Munurinn,0.674,0.201,0.696,0.205,0.393,16,90.621
V:RGO,SAUCE KID 3,KALTA,0.575,0.444,0.869,0.28,0.019,24,105.868
Lazza,Re Mida,24H,0.498,0.455,0.834,0.185,0.201,53,215.827
Diskoria,Serenata Jiwa Lara,Serenata Jiwa Lara,0.628,0.886,0.608,0.0312,0.0952,63,279.297
Gringo,Champions (feat. Kontra K),Champions (feat. Kontra K),0.744,0.306,0.615,0.184,0.0499,56,203
Jason Derulo,Mamacita (feat. Farruko),Mamacita (feat. Farruko),0.787,0.495,0.593,0.34,0.303,65,204.064
Adele,25,When We Were Young,0.594,0.273,0.381,0.0486,0.348,72,290.907
Clara Luciani,Sainte Victoire,La grenade,0.697,0.961,0.724,0.053900000000000003,0.138,63,194.493
GReeeeN,あっ、ども。はじめまして。,愛唄,0.791,0.425,0.505,0.0308,0.0839,61,236.253
Murda,Boynumdaki Chain,Boynumdaki Chain,0.58,0.507,0.762,0.376,0.379,46,138.521
Tuna,ועכשיו לחלק האינטרגלקטי,אורות גבוהים,0.702,0.611,0.721,0.149,0.00861,37,236.67
Fie Laursen,Fuck Af (feat. Milbo),Fuck Af (feat. Milbo),0.64,0.838,0.773,0.0386,0.184,50,150.409
TWICE,MORE & MORE,FIREWORK,0.92,0.685,0.7,0.0536,0.115,52,193.467
MILION+,KRTEK MONEY LIFE,CHTĚLY BY TO MÍT,0.424,0.443,0.76,0.0705,0.138,48,236.712
Lola Indigo,Lola Bunny,Lola Bunny,0.899,0.872,0.769,0.0503,0.193,66,187.263
Bokoesam,Nachtvlinder,Werk Aan De Winkel,0.644,0.431,0.724,0.0913,0.026,30,181.266
GENT,KU JE,KU JE,0.439,0.204,0.883,0.339,0.697,44,159.143
El Dipy,Par-Tusa,Par-Tusa,0.843,0.966,0.787,0.0434,0.268,68,190.851
DJ Nelson,Una Mujer (feat. Darell),Una Mujer,0.783,0.891,0.869,0.0638,0.0919,59,240.587
Lucho SSJ,Nivel,Nivel,0.564,0.86,0.719,0.106,0.211,48,149.187
Eastside Jody,Get Rich or Die Trappin',Good Life (feat. T.I. & Lil Baby),0.529,0.44,0.604,0.371,0.00821,0,221.504
Jluch,Zvyara,Дагоеа,0.714,0.239,0.746,0.0704,0.526,25,291.84
Tommy Cash,¥€$,COOL 3D WORLD,0.511,0.113,0.627,0.0282,0.132,33,221.32
Luke Combs,What You See Is What You Get,Dear Today,0.212,0.372,0.492,0.036,0.603,50,219.733
Rammstein,RAMMSTEIN,AUSLÄNDER,0.912,0.479,0.681,0.0912,7.57e-4,70,231.603
Rasmus Seebach,Ingen kan love dig i morgen,Øde Ø,0.836,0.933,0.759,0.035,0.145,33,251.613
Fernando & Sorocaba,O Chamado da Floresta (Deluxe) [Ao Vivo],Cada um na Sua - Ao Vivo,0.818,0.593,0.618,0.0638,0.68,45,221.499
李千那,"好不容易 (from ""守護著你"" 插曲)","好不容易 (from ""守護著你"" 插曲)",0.419,0.316,0.499,0.0421,0.913,40,236.732
Sevn Alias,SIRIUS,Finesse,0.69,0.585,0.823,0.164,0.372,35,206.833
Bradley Mantha,Wake Me Up,Wake Me Up,0.0831,0.281,0.616,0.154,0.882,44,231.637
Fy,Superstar,Kalitera Apo Sena,0.694,0.706,0.893,0.284,0.00507,38,180
Melike Şahin,Kilitli Kapılar Açılsa (feat. Hakan Tasiyan),Kilitli Kapılar Açılsa (feat. Hakan Tasiyan),0.34,0.0801,0.454,0.0276,0.685,59,280
Anirudh Ravichander,Petta (Original Motion Picture Soundtrack),"Marana Mass - From ""Petta""",0.873,0.737,0.471,0.373,0.47,50,216
Sivas,Oui,Oui,0.802,0.453,0.837,0.188,0.0244,56,188.273
Aimyon,憎まれっ子世に憚る,どうせ死ぬなら,0.921,0.824,0.519,0.0522,0.0966,47,307.533
OG Version,AMG,AMG,0.128,0.258,0.923,0.422,0.717,26,192
Pinhani,İnandığın Masallar,Dön Bak Dünyaya,0.592,0.499,0.455,0.0389,0.0818,62,393.532
Sin Boy,Sari Sari Sari,Sari Sari Sari,0.816,0.363,0.66,0.0513,0.303,8,107.813
CHUNG HA,Flourishing,Snapping,0.726,0.581,0.751,0.038,0.0706,69,213.164
EMIL TRF,SLOW DOWN,SLOW DOWN,0.542,0.46,0.891,0.132,0.127,25,138.807
Dímelo Flow,ALOÓ,ALOÓ,0.8,0.566,0.658,0.233,0.476,39,156.17
Friðrik Dór,Ekki stinga mig af (LIVE @Kaplakriki),Ekki stinga mig af (LIVE @Kaplakriki),0.274,0.471,0.409,0.0375,0.775,36,164.32
Lady Gaga,Chromatica,Enigma,0.804,0.184,0.669,0.036,0.0306,80,179.76
Gustavo Mioto,Ao Vivo em São Paulo / SP,Anti-Amor - Ao Vivo,0.541,0.499,0.643,0.0777,0.463,66,165.36
Soner Sarıkabadayı,Ölümüne,Ölümüne,0.508,0.655,0.73,0.119,0.0424,66,183.5
Jonna Fraser,COME THRU,COME THRU,0.58,0.588,0.607,0.218,0.27,40,176.947
The Motans,Bine Indispus,Bine Indispus,0.533,0.14,0.765,0.0401,0.46,41,235.737
Mata,100 dni do matury,Homo ludens,0.444,0.536,0.71,0.632,0.549,54,201.853
Light,MVP Freestyle,MVP Freestyle,0.548,0.387,0.536,0.451,0.215,50,204.706
VLOSPA,Mektoub,Cantona,0.628,0.867,0.752,0.28,0.0954,39,186.667
White 2115,Młody Książę,John Travolta,0.364,0.339,0.83,0.288,0.403,44,205.787
Lucy Beahan,Give Me 01 Minute,Give Me 01 Minute,0.0622,0.186,0.698,0.0596,0.982,0,273.972
Gen Hoshino,POP VIRUS,アイデア,0.606,0.638,0.478,0.217,0.00197,61,280.667
Roy Woods,Shot Again,Shot Again,0.549,0.157,0.676,0.19,0.00993,60,155.243
